id;item_group_id;title;description;link;image_link;price;availability;condition;google_product_category;product_type;additional_image_link;sale_price;brand;gender;age_group;size;size_type;shipping;custom_label_0;adwords_redirect
;;Air Jordan 1 Mid Corduroy;<p>The Air Jordan 1 Mid Corduroy is an iconic style with modernized updates. This shoe features a corduroy upper, durable rubber sole, and the iconic mid-cut profile. Enjoy superior comfort and traction while showcasing a timeless look.</p>;https://costyled.me/products/air-jordan-1-mid-corduroy;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-corduroy-619322.jpg?v=1680136628;1600.00;in stock;new;;;;;;;;3.5 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Slide Glow Green;<p>The Yeezy Slide Glow Green is an iconic lifestyle shoe designed by Kanye West. It features a single-piece molded footbed made of lightweight foam cushioning and a glow-in-the-dark sole for a look that is both stylish and impactful. The durable outsole means you can wear these shoes all day long in comfort.</p>;https://costyled.me/products/yeezy-slide-glow-green;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-slide-glow-green-733214.webp?v=1680137870;1140.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;37 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Boost 350 V2 Light;"<p>A new iteration of the <a href=""https://costyled.me/collections/yeezy-350""><b>Yeezy 350 V2</b> </a>is unveiled, the <strong>Yeezy Boost 350 V2 Light</strong>.</p>
<p>The pair is different from all the Yeezy colors we've seen before. It features what seems to be a <strong>Triple White</strong> palette on its <strong>Primeknit</strong> upper, but when it comes into contact with heat or sunlight, subtle changes begin to appear.</p>
<p>The mesh side stripe along the profile changes from a pristine white to a pure beige. Soft lilac accents can be found throughout the toebox and heel.</p>
<p>The traditional rope laces of the <strong>Boost 350 V2</strong> are still present, and the adidas <strong>Boost</strong> midsole is placed underneath for assured comfort. As for the outsole, Ye opts for a light gray shade to provide some contrast.</p>
<p>If you appreciate this <a href=""https://costyled.me/collections/yeezy""><strong>Yeezy</strong></a> model, you can also discover the <a href=""https://costyled.me/collections/yeezy-350/products/yeezy-boost-350-v2-natural""><strong>Yeezy Boost 350 V2 Natural</strong></a>.</p>
<p><strong>Practical advice</strong>: This model runs small, we recommend taking a 1/2 size larger than your usual size.</p>
<p><strong>Release date:</strong> August 2021</p>
<p><strong>Colorway:</strong> LIGHT/LIGHT/LIGHT</p>";https://costyled.me/products/yeezy-boost-350-v2-light;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-boost-350-v2-light-543835.jpg?v=1680137807;1900.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Anti Gravity Machines;<p>The Air Jordan 1 Mid Anti Gravity Machines combine two iconic features for an unbeatable combination. Crafted with Nike Air technology, the mid top sneaker offers superior cushioning and support for a comfortable all-day wear. Perfect for any court or street style, the Anti Gravity Machines are an essential for any sneakerhead.</p>;https://costyled.me/products/air-jordan-1-mid-anti-gravity-machines;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-anti-gravity-machines-435210.jpg?v=1680136605;1400.00;in stock;new;;;;;;;;3.5 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Foam RNNR Ochre;<p>The Yeezy Foam RNNR Ochre is a comfortable and stylish shoe, made from recycled materials. These lightweight shoes have a cushioned foam midsole for support and traction, as well as a rubber outsole for added durability. The colorway is inspired by nature, making it perfect for outdoor activities.</p>;https://costyled.me/products/yeezy-foam-rnnr-ochre;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-foam-rnnr-ochre-358923.jpg?v=1680137854;1460.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;37 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Boost 350 V2 Mono Cinder;<p>The Yeezy Boost 350 V2 Mono Cinder is an iconic fashion statement with a comfortable design. This sneaker features an updated design on the iconic Yeezy Boost 350 silhouette with a one-piece cinder upper, a gum rubber outsole, and a full-length Boost midsole. The Mono Cinder has the perfect combination of comfort, style and durability that you have come to expect from Yeezy.</p>;https://costyled.me/products/yeezy-boost-350-v2-mono-cinder;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-boost-350-v2-mono-cinder-314505.jpg?v=1680137810;1900.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Kentucky Blue;<p>These classic Air Jordan 1 Mid Kentucky Blue sneakers feature iconic styling and lightweight cushioning, offering a comfortable fit while still looking great. The durable design ensures they can keep up with your active lifestyle. Perfect for weekend wear or a night out.</p>;https://costyled.me/products/air-jordan-1-mid-kentucky-blue;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-kentucky-blue-693103.jpg?v=1682074248;1090.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;35.5 EU - 3.5 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Syracuse;<p>The iconic Air Jordan 1 Mid Syracuse sneakers feature a classic look and feel with modern touch. Perfect for casual wear, these shoes are constructed with superior craftsmanship for long lasting comfort and support. The full-grain leather upper, breathable mesh lining and lightweight foam sole provide superior performance and durability.</p>;https://costyled.me/products/air-jordan-1-mid-syracuse;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-syracuse-255275.jpg?v=1680136740;1230.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;35.5 EU - 3.5 US;regular;US:CA:Ground:0 USD;;
;;Dunk Low Championship Red;<p>The Nike Dunk Low Championship Red is perfect for athletes looking for maximum support and durability. The low-cut design offers enhanced mobility and comfort, while the classic red hue adds a timeless look. Experience renowned Nike quality and performance in an iconic style.</p>;https://costyled.me/products/dunk-low-championship-red;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/dunk-low-championship-red-986422.jpg?v=1680137324;1060.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;35.5 EU - 3.5Y US;regular;US:CA:Ground:0 USD;;
;;Yeezy Slide Enflame Orange;"<p><strong>Practical advice</strong><span> </span>: This model is small, we recommend you to take 1 size more than your usual size.</p>
<p>The label <a href=""https://costyled.me/collections/adidas""><strong>Adidas</strong></a> and Kanye West presents us a new iteration, the <strong>Yeezy Slide Enflame Orange</strong>.</p>
<p>The model is entirely made of a single rubber piece for a <strong>futuristic</strong> look, with an <strong>adidas Three Stripe </strong>logo appearing only on the sole to keep the branding minimal. </p>
<p>The reinforced midsole and the <strong>toothed </strong>outsole offer an insane amount of comfort, cushioning, and powerful grip. The color scheme of this sneaker goes tons-on-tones orange. </p>
<p>If you appreciate this model of <a href=""https://costyled.me/search?type=product&amp;q=Yeezy+Slide+""><strong>Yeezy Slide</strong></a>, you can also discover the <a href=""https://costyled.me/products/yeezy-slide-glow-green?_pos=6&amp;_sid=3e72ab3f1&amp;_ss=r""><strong>Yeezy Slide Glow Green</strong></a>. </p>
<p><strong>Release Date : </strong>2021-06-21</p>
<p><strong>Colorway : </strong>ORANGE</p>";https://costyled.me/products/yeezy-slide-enflame-orange;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-slide-enflame-orange-501100.webp?v=1680137866;1000.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;37 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Boost 350 V2 Mono Clay;<p>The Yeezy Boost 350 V2 Mono Clay is a unique sneaker from the Yeezy line. It features a special clay-colored upper, designed for maximum comfort and breathability. Its full-length Boost midsole provides powerful cushioning for a smooth, stable ride. Get the perfect blend of style and function with this iconic sneaker.</p>;https://costyled.me/products/yeezy-boost-350-v2-mono-clay;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-boost-350-v2-mono-clay-900044.jpg?v=1680137811;1710.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Boost 350 V2 Mono Ice;<p>The Yeezy Boost 350 V2 Mono Ice provides a smooth, comfortable wear experience with a unique silhouette. Crafted with modern engineering technologies, the lightweight shoe offers enhanced cushioning and responsive support with each step. Enjoy a one-of-a-kind look with a stylish, modern design.</p>;https://costyled.me/products/yeezy-boost-350-v2-mono-ice;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-boost-350-v2-mono-ice-306277.jpg?v=1680137974;2830.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Jordan 1 Mid Aqua Blue Tint;"<p>The highly sought-after Air Jordan 1 Mid is waiting for you at COstyled in a must-see True Blue colorway.</p>
<p>Designed in the early 2000s for the Asian market, especially Japan, this mid-top iteration of Peter Moore's timeless classic unveils itself in a <strong>color palette that's simultaneously understated, refreshing, and ultra-fashionable</strong>.</p>
<p>True to its name, the Jordan 1 Mid True Blue features <strong>blue accents</strong>, specifically on its inner lining, the famous Nike logo on each side panel, as well as the laces and outsole.</p>
<p>This renowned True Blue, which inspired the pair's name, elevates the design of the <strong>leather upper with a white base paired with gray overlay reinforcements</strong>.</p>
<p>The Jordan Wings on the upper exterior panels stand out with a white contrast, just like the <em>midsole</em>.</p>
<p>Though envisioned with a <strong>100% lifestyle</strong> focus, the <a title=""Air Jordan 1 Mid"" href=""/collections/jordan-1-mid""><span style=""text-decoration: underline;"">Air Jordan 1 Mid</span></a> has retained the technical features of the original high-top version, starting with the perforations necessary for foot breathability on the toe box and, naturally, <strong>the Nike Air cushioning technology</strong>, which is properly implemented at the heel.</p>
<p>The Air Jordan 1 Mid True is indeed both comfortable and trendy.</p>
<p>In search of another colorway? Check out the <a href=""/products/air-jordan-1-mid-grey-sail"" title=""Air Jordan 1 Mid Grey Sail""><span style=""text-decoration: underline;"">Air Jordan 1 Mid Grey Sail</span></a> at Costyled!</p>
<p><strong>Practical advice</strong>: This model runs true to size, and we recommend choosing your regular size.</p>
<p><strong>Release date: </strong></p>";https://costyled.me/products/jordan-1-mid-aqua-blue-tint;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/jordan-1-mid-aqua-blue-tint-979953.jpg?v=1680137713;1200.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Dunk High Crimson Tint;"<div>
Nike extends its offer eco-friendly with a very clean <strong><a href=""https://costyled.me/collections/nike-dunk"">Dunk Low Next Nature Black White</a></strong> Female. </div>
<div></div>
<div>Within the collection ecological Swoosh, the low arbore<strong>reinforced with low</strong> recycled materials and an outer sole in Nike Grind. Its combination of white and black colors is effective. Yellow insoles are flanked by ""<strong>Move to Zero</strong>"" logo.</div>
<div></div>
<div>Discover the <a href=""https://costyled.me/products/nike-dunk-low-black-white""><strong>Nike Dunk Low Black White</strong></a> ! </div>
<div></div>
<div></div>
<p><strong>Informations</strong> : This model takes its usual size.</p>
<p><strong>Date de sortie : </strong>11/10/2021</p>
<p><strong>Coloris :</strong> White/Black</p>";https://costyled.me/products/dunk-high-crimson-tint;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/dunk-high-crimson-tint-179382.jpg?v=1680137236;1200.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;35.5 EU - 3.5 US;regular;US:CA:Ground:0 USD;;
;;Yeezy 500 Taupe Light;"<p><strong>Practical advice</strong>: This model fits true to size; we recommend selecting your usual size.</p>
<p>The latest collaboration between <a href=""https://costyled.me/collections/adidas""><span><b>Adidas</b></span></a> and rapper Kanye West unveils the <b>Yeezy 500 Taupe Light.</b></p>
<p>The Taupe Light is skillfully crafted with a blend of <b>mesh</b>, <b>suede</b>, and <b>leather</b>, then coated in a tonal <b>cream</b> hue strikingly similar to the Blush color, making it a reliable pair to wear.</p>
<p>Unlike most of Kanye's Yeezy shoes featuring adidas' signature Boost midsole, the <a href=""https://costyled.me/collections/yeezy-500""><strong>Yeezy 500</strong></a> opts for the hidden <b>adiPrene</b> cushioning technology within its <b>sculpted</b> midsole, ensuring optimal comfort.</p>
<p>If you enjoy this <a href=""https://costyled.me/collections/yeezy""><span><b>Yeezy</b></span></a> model, you can also explore the <a href=""https://costyled.me/products/yeezy-500-granite""><strong>Yeezy 500 Granite</strong></a></p>
<p><strong>Release date:</strong> 2021-06-05</p>
<p><strong>Colorway:</strong> TAUPE LIGHT/TAUPE LIGHT/TAUPE LIGHT</p>";https://costyled.me/products/yeezy-500-taupe-light;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-500-taupe-light-572707.jpg?v=1680137947;1600.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Dunk Low Grey Tiffany;"<p><strong>Practical advice:</strong> This model runs true to size; we recommend selecting your usual size.</p>
<p>With the arrival of warm weather comes new releases from <a href=""https://costyled.me/collections/nike""><strong>Nike</strong></a>. The <strong>Swoosh</strong> brand has indeed released multiple pairs in 2021, particularly expanding its range of <a href=""https://costyled.me/collections/nike-dunk""><strong>Dunk</strong></a> shoes. This new <strong>Dunk Low Grey Tiffany</strong> joins the other <a href=""https://costyled.me/collections/nike-dunk""><strong>Dunk Low</strong></a> models.</p>
<p>Featuring a sleek, <strong>grey</strong> leather base, this model showcases slightly textured <strong>black</strong> leather overlays. These overlays match the black laces and outsole. The <strong>light blue Swoosh</strong> and branding elements contrast with the rest of the pair.</p>
<p>Both original and minimalist, this new <a href=""https://costyled.me/collections/nike-dunk""><strong>Dunk</strong></a> will not leave you indifferent. This unique colorway is reminiscent of the <a href=""https://costyled.me/products/nike-sb-dunk-low-atmos-elephant""><strong>Nike SB Dunk Low atmos Elephant</strong></a>.</p>
<p><strong>Release date:</strong> May 2021</p>
<p><strong>Colorway:</strong> GREY/BLACK-TIFFANY</p>";https://costyled.me/products/dunk-low-grey-tiffany;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/dunk-low-grey-tiffany-921041.jpg?v=1680137356;1460.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4Y US;regular;US:CA:Ground:0 USD;;
;;Dunk High Panda (2021);"<p><strong>Practical advice:</strong> This model runs true to size; we recommend selecting your usual size.</p>
<p>The Swoosh giant continues to expand its range of <a href=""https://costyled.me/search?type=product&amp;q=dunk+High+""><strong>Dunk High</strong></a> offerings with a black and white colorway, dubbed ""<strong>Panda</strong>"".</p>
<p>This iteration is an excellent alternative for those who couldn't get their hands on the <strong>AMBUSH</strong> collaboration released in December 2020.</p>
<p>This pair keeps it simple with <strong>contrasting</strong> details throughout. Arriving with a <strong>white</strong> <strong>base</strong>, the upper is accentuated by a <strong>black</strong> shade on the mudguard, lacing system, Swoosh, and heels.</p>
<p>To add a touch of color, the <a href=""https://costyled.me/collections/nike""><strong>Nike</strong></a> logo is printed in <strong>bright</strong> <strong>red</strong> on the tongue, while the rest of the shoe remains <strong>monochrome</strong>. To complete the look, the <strong>white</strong> midsoles are paired with <strong>black</strong> outsoles.<br><b></b></p>
<p>If you appreciate this <a href=""https://costyled.me/collections/nike-dunk""><b>Nike Dunk</b></a> model, you can also check out the <strong><a href=""https://costyled.me/collections/nike-dunk/products/nike-dunk-low-black-white"">Nike Dunk Low Black White</a></strong>.</p>
<p><strong>Release date:</strong> May 2021</p>
<p><strong>Colorway:</strong> WHITE/BLACK-UNIVERSITY RED</p>";https://costyled.me/products/dunk-high-panda-2021;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/dunk-high-panda-2021-185996.webp?v=1680137249;900.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;35.5 EU - 3.5Y US;regular;US:CA:Ground:0 USD;;
;;Nike Dunk Low Barely Green;"<p><strong>Fitting</strong> : This model fit normally, we recommend you to take your regular size.</p>
<p>A new launch on the side of the <a href=""https://costyled.me/collections/nike""><span><b>Nike</b></span></a> giant to complete the <span>Dunk</span> collection, the <strong>Nike Dunk Low Barely Green</strong>.</p>
<p>The upper of this <span>Dunk Low</span> is entirely <strong>leather</strong> and revolves around a duo of <strong>clear messagegreen</strong> hues, one of which, <strong>pale</strong>, appears on the toe, quarter, and collar, while the other, slightly darker appears on the scoured, cinches, and heel.</p>
<p>This ensemble of greens is divided directly in the middle by a <strong>""Crimson Tint"" Swoosh</strong> for a touch of dynamism. There is also a <a href=""https://costyled.me/collections/nike""><strong>Nike</strong></a> logo embroidered ton on tone on the heel tongue, a color <strong>dusty cedar</strong> shoelaces and an additional touch of ""Crimson Tint"" on the tongue in <strong>nylon</strong>. White intermediate and outer soles complete <strong>""Barely Green""</strong> Look. If you like this model, you can also find <b></b><a href=""https://costyled.me/products/dunk-low-photon-dust?_pos=19&amp;_sid=3c24ed765&amp;_ss=r""><strong>Dunk Low Photon Dust</strong></a>.</p>
<p><strong>Release Date:</strong> 5-21-21</p>
<p><strong>Coloris : </strong>Sail/Crimson Tint-Barely Green-White</p>";https://costyled.me/products/nike-dunk-low-barely-green;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/nike-dunk-low-barely-green-516591.jpg?v=1680137478;950.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 High Zoom CMFT Easter;;https://costyled.me/products/air-jordan-1-high-zoom-cmft-easter;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-high-zoom-cmft-easter-482764.jpg?v=1680136304;2300.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Low Crimson Tint;"<div>
<a href=""https://costyled.me/collections/nike""><strong>Nike</strong></a> feeds her eco-friendly offer with a very clean <strong><a href=""https://costyled.me/collections/nike-dunk"">Dunk</a> Low Next Nature Black White</strong> for girls. </div>
<p>From the Swoosh sustainable collection, the lowtop sports a recycled upper and a <strong>Nike Grind</strong> outsole. Therefore it shows an effective and classic combination, between a white base and black overlays. A yellow fluo insole flaunting the ""Move to Zero"" completes the design.</p>
<p>In the same style discover <a href=""https://costyled.me/products/nike-dunk-low-black-white""><strong>Nike Dunk Low Black White</strong></a> ! </p>
<div><br></div>
<p><strong>Practice Advice</strong> : This model size normally and we recommend you use to worn your regular size.</p>
<p><strong>Date de sortie : </strong>11/10/2021</p>
<p><strong>Coloris :</strong> White/Black</p>";https://costyled.me/products/air-jordan-1-low-crimson-tint;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-low-crimson-tint-887718.jpg?v=1680136338;1900.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4Y US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Crimson Tint Toe;<p>The Air Jordan 1 Mid Crimson Tint Toe combines style and comfort with classic Jordan 1 design. Premium leather and overlays provide a modern look with flexible cushioning to keep you comfortable. Experience the iconic style of Jordan with cutting-edge technology.</p>;https://costyled.me/products/air-jordan-1-mid-crimson-tint-toe;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-crimson-tint-toe-405404.webp?v=1680136633;1400.00;in stock;new;;;;;;;;35.5 EU - 3.5Y US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Royal Black and Blue;<p>The Air Jordan 1 Mid Royal Black and Blue is a classic sneaker choice. It features air cushioning for comfortable wear and a royal blue and black colorway for a timeless style. Its mid-top design adds a subtle level of sophistication and makes it an ideal choice for casual streetwear.</p>;https://costyled.me/products/air-jordan-1-mid-royal-black-and-blue;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-royal-black-and-blue-865108.jpg?v=1680136689;1790.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;35.5 EU - 3.5 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Slide Pure;"<p><strong>Fit advice</strong>: This model runs small, we recommend taking 1 size larger than your usual size.</p>
<p>This <a href=""https://costyled.me/collections/adidas""><strong>Adidas</strong></a> <strong>Yeezy Slide</strong> comes in a <strong>white</strong> shade and boasts a minimalistic design with very little branding on the sole. The single-piece construction is made from <strong>EVA foam</strong>, ensuring exceptional comfort.<br>Underfoot, the sole incorporates Adidas cushioning, and to complete the look, the outsole features a deep tread reflecting the utilitarian spirit of <a href=""https://costyled.me/collections/yeezy""><strong>Yeezy</strong></a>.<br></p>
<p><strong>Release date :</strong> 2021-04-26</p>
<p><strong>Colorway : </strong>Pure, Core</p>";https://costyled.me/products/yeezy-slide-pure;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-slide-pure-573594.jpg?v=1680137876;1330.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;37 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Barely Rose;"<p><strong>Practical advice</strong>: This model runs true to size, and we recommend choosing your regular size.</p>
<p>Introducing a new release from the Jumpman giant, the <strong>Air Jordan 1 Mid Barely Rose.</strong></p>
<p>This <strong><a href=""https://costyled.me/collections/jordan-1-mid"">Air Jordan 1 Mid</a></strong> is crafted with <strong>soft leather</strong> materials, giving the iconic basketball sneakers a premium feel. Set upon an immaculate <strong>white</strong> base, the panels around the toes adopt a gentle <strong>pink</strong> hue. This subtle look is then sharply contrasted by the <strong>black</strong> Nike Swooshes found on the lateral and medial sides.</p>
<p>The legendary silhouette is completed by MJ's famous Jumpman logo adorning the tongue, the ball-and-wings logo stamped on the ankle flap, and a full-length midsole featuring the renowned Air cushioning technology from the sportswear giant ensures optimal comfort.</p>
<p>A stylish sneaker, if you appreciate this model, you can also discover the <b><a href=""https://costyled.me/products/jordan-1-mid-pink-quartz"">Air Jordan 1 Mid Pink Quartz</a>.</b></p>
<p> <br></p>
<p><strong>Release date: </strong>April 2021</p>
<p><strong>Colorway: </strong>BARELY ROSE/WHITE/BLACK</p>";https://costyled.me/products/air-jordan-1-mid-barely-rose;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-barely-rose-638586.jpg?v=1680136610;1680.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Yeezy 700 Bright Blue;;https://costyled.me/products/yeezy-700-bright-blue;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-700-bright-blue-578057.jpg?v=1680137946;1760.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Air Force 1 Shadow Barely Green;;https://costyled.me/products/air-force-1-shadow-barely-green;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-force-1-shadow-barely-green-208711.jpg?v=1680136217;1480.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;35.5 EU - 3.5 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 1 Mid Dutch Green;<p>Introducing the Air Jordan 1 Mid Dutch Green—a timeless, classic sneaker silhouette in a vibrant and eye-catching green. Crafted with high-quality materials, this shoe is designed to be lightweight and highly durable—ensuring comfort and providing long-lasting support. Embody style and make a statement with this classic model of Air Jordan.</p>;https://costyled.me/products/air-jordan-1-mid-dutch-green;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-1-mid-dutch-green-144759.jpg?v=1680136642;2100.00;in stock;new;;;;;;;;35.5 EU - 3.5 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Boost 350 V2 Ash Blue;<p>Experience comfort and timeless style with the Yeezy Boost 350 V2 Ash Blue. The sleek and lightweight design features a breathable knit upper with a durable rubber sole, perfect for everyday wear. Plus, the iconic Yeezy Boost 350 design will be sure to turn heads.</p>;https://costyled.me/products/yeezy-boost-350-v2-ash-blue;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-boost-350-v2-ash-blue-443825.jpg?v=1680138026;2970.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Yeezy Foam RNNR Sand;"<p><meta charset=""utf-8""><span>﻿</span><meta charset=""utf-8""><strong data-mce-fragment=""1"">Fit advice</strong><span data-mce-fragment=""1""> : This model runs small, we recommend taking a size and a half above your usual size.</span></p>
<p>A new release from <strong><a href=""https://costyled.me/collections/adidas"">Adidas</a></strong> with this <strong>Yeezy Foam Runner ""Sand""</strong> featuring a <strong>futuristic design</strong>.</p>
<p>After unveiling the <strong>marbled ""MXT Moon Grey""</strong> earlier this month, the <strong>Foam Runner</strong> returns to its tonal roots with a <strong>""Sand""</strong> arrangement. Similar to the first <strong>""Ararat""</strong> colorway, ""Sand"" is another <strong>neutral color</strong> option that aligns with the brand's <strong>earthy</strong> color palettes. The model is crafted from a single piece of <strong>material composed of harvested algae</strong> and <strong>adidas EVA</strong>. While the holes found throughout the design have led to comparisons with Crocs, the ridges and wavy indentations are inspired by the adidas <a href=""https://costyled.me/collections/yeezy-700""><strong>Yeezy Boost 700</strong></a>, particularly the midsoles of the line.</p>
<p>A look inspired by the <strong><a href=""https://costyled.me/products/yeezy-boost-700-wave-runner?_pos=1&amp;_sid=365d541d0&amp;_ss=r"">Yeezy 700 Wave Runner</a>.</strong></p>
<p><strong>Release date: </strong>2021-03-26</p>
<p><strong>Colorway: </strong>SAND</p>";https://costyled.me/products/yeezy-foam-rnnr-sand;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-foam-rnnr-sand-310953.webp?v=1680137854;1760.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;37 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 3 Retro A Ma Maniere;;https://costyled.me/products/air-jordan-3-retro-a-ma-maniere;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-3-retro-a-ma-maniere-735804.jpg?v=1680136893;3440.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
;;Air Jordan 4 University Blue;;https://costyled.me/products/air-jordan-4-university-blue;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/air-jordan-4-university-blue-723024.jpg?v=1680136955;2660.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;35.5 EU - 3.5Y US;regular;US:CA:Ground:0 USD;;
;;Yeezy Boost 350 V2 Ash Pearl;"<p><strong>Size advice:</strong> This model runs true to size, we recommend choosing your usual size.</p>
<p>The latest collaboration between <strong><a href=""https://costyled.me/collections/adidas"">Adidas</a></strong> and rapper <strong>Kanye West</strong> results in the <strong><a href=""https://costyled.me/collections/yeezy-350"">Yeezy Boost 350 V2</a> Ash Pearl</strong>. This pair combines beige and white colors for a <strong>simplistic</strong> style, perfectly suited for the warmer days.</p>
<p>The upper mixes different shades of <strong>beige</strong>, while the lower part features a <strong>heather gray</strong> effect.</p>
<p>This <a href=""https://costyled.me/collections/yeezy""><strong>Yeezy</strong></a> has a semi-translucent milky <strong>Boost</strong> midsole attached to a beige rubber outsole.</p>
<p>This new model takes us back to its previous edition, the <a href=""https://costyled.me/products/yeezy-boost-350-v2-cloud-white-reflective""><strong>Yeezy Boost 350 V2 Cloud</strong></a>, with its shape and semi-translucent midsole.</p>
<p><strong>Release date:</strong> 2021-03-20</p>
<p><strong>Colorway:</strong> ASH PEARL / ASH PEARL</p>";https://costyled.me/products/yeezy-boost-350-v2-ash-pearl;https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-boost-350-v2-ash-pearl-801785.jpg?v=1680138253;1900.00;in stock;new;Apparel & Accessories > Shoes;;;;;;;36 EU - 4 US;regular;US:CA:Ground:0 USD;;
